Sr. No.,STATE_NAME,DISTRICT_NAME,BLOCK_NAME,HABITATION_NAME,HAB_CODE,MASTER_FACILITY_DESC,ADDRESS,FILE_UPLOAD_DATE,MASTER_FACILITY_CATEGORY_NAME,SUB_CATEGORY,LATITUDE,LONGITUDE,Postcode_py,address_py
100,Andhra Pradesh,Kurnool,Srisailam,Sundipenta Srisailam Project,1018257,community health centre,near church,20-Aug-19,Medical ,Community Health Centre,16.07129269,78.91008919,518102,"Srisailam, Nandyal District, Andhra Pradesh, 518102, India"
101,Andhra Pradesh,Krishna,Gudur,Guduru,381278,CHC,guduru,03-Aug-19,Medical ,Community Health Centre,16.21465619,81.07744878,521149,"Government Hospital, Guduru, NH65, Nidumolu, Guduru, Krishna District, Andhra Pradesh, 521149, India"
102,Andhra Pradesh,Kurnool,Owk,Owk,797042,Community Health centre,Main Road,10-Aug-19,Medical ,Bedded Hospital,15.20988493,78.11568422,532264,"APSRTC BUS STAND , OWK, NH544D, Owk, Owk Mandal, Nandyal District, Andhra Pradesh, India"
103,Andhra Pradesh,Chittoor,Pedda Panjani,Sivadi,1000586,JMJ HOSPITAL ,Sivadi ,29-Aug-19,Medical ,Bedded Hospital,13.22473498,78.6194304,517432,"Sankarayalapeta, Peddapanjani, Chittoor District, Andhra Pradesh, India"
104,Andhra Pradesh,Chittoor,Sodam,Sodam,1002222,community health centre,"maliliit rad,sodam",28-Aug-19,Medical ,Community Health Centre,13.54873667,78.90682037,517123,"Madireddipalle, Sodam, Chittoor District, Andhra Pradesh, 517123, India"
105,Andhra Pradesh,Chittoor,Veduru Kuppam,Pachikapallam,800264,Bessed Hospital ,Pachikapalam,16-Aug-19,Medical ,Bedded Hospital,13.44733,79.36924696,517569,"Pachchikapallampeta, Pachchikapallam, Vedurukuppam, Chittoor District, Andhra Pradesh, 517569, India"
106,Andhra Pradesh,Y S R Kadapa,T Sundupalle,T.Sundupalle,1024322,Bedded Hospital,T Sundupalli,17-Aug-19,Medical ,Bedded Hospital,13.98157667,78.91625,516130,"Rayachoti - T.Sundupalle - Pincha Road, Pichiguntapalle, T. Sundupalle, T Sundupalle, Annamayya District, Andhra Pradesh, 516130, India"
107,Andhra Pradesh,Prakasam,Darsi,Darsi,252326,chs,DARSI,05-Sep-19,Medical ,Community Health Centre,15.77377594,79.67841835,523247,"Community Health centre, Darsi, Podili - Vinukonda Road, Darsi, Prakasam District, Andhra Pradesh, 523247, India"
108,Andhra Pradesh,Chittoor,Palamaner,Palamaner,808956,Area Hospital ,Palamaner ,01-Oct-19,Medical ,Bedded Hospital,13.19889286,78.74763929,517408,"Palamaneru, Palamaner, Chittoor District, Andhra Pradesh, 517408, India"
109,Andhra Pradesh,Chittoor,Palasamudram,Palasamudram,809456,Bedded hospital ,Palasamudram,09-Sep-19,Medical ,Bedded Hospital,13.20898354,79.39430416,517599,"Vengalrajukuppam, Palasamudram, Chittoor District, Andhra Pradesh, 517599, India"
110,Andhra Pradesh,Prakasam,Komarolu,Suravaripalli,1020106,suravaripalli,suravaripalli,11-Sep-19,Medical ,Community Health Centre,15.26131754,78.96903478,523373,"Krishnampalle, Komarolu, Prakasam District, Andhra Pradesh, 523373, India"
111,Andhra Pradesh,Nellore,Sullurpeta,Sulluru Japthikattubadi,1016012,Community Health center,Sullurupet,21-Aug-19,Medical ,Community Health Centre,13.70069745,80.01895806,524121,"AVPP Area Hospital, SHAR Bypass Circle, Sullurpeta, Tirupati District, Andhra Pradesh, 524121, India"
112,Andhra Pradesh,Anantapur,Vidapanakal,Palthuru,812986,community health centre ,palthur ,16-Aug-19,Medical ,Community Health Centre,14.97711944,77.15241303,516355,"Palturu, Vidapanakal, Anantapur District, Andhra Pradesh, India"
113,Andhra Pradesh,West Godavari,Achanta,Achanta,10406,community health centre,achanta,04-Sep-19,Medical ,Community Health Centre,16.6023843,81.8004891,534123,"Marteru - Achanta - koderu road, Achanta, West Godavari District, Andhra Pradesh, 534123, India"
114,Andhra Pradesh,Visakhapatnam,Anandapuram,Anandapuram,36246,PH centre,Village end,17-Aug-19,Medical ,Bedded Hospital,17.89389678,83.37165785,530052,"Itlavanipalem, Anandapuram, Visakhapatnam District, Andhra Pradesh, 530052, India"
115,Andhra Pradesh,Anantapur,Singanamala,Singanamala,994496,community Health center,singanamala,16-Aug-19,Medical ,Community Health Centre,14.80315301,77.71815857,515435,"Government Hospital,Singanamala, Near Kgbv School, Singanamala, Anantapur District, Andhra Pradesh, 515435, India"
116,Andhra Pradesh,East Godavari,Tallarevu,Tallarevu,1029369,community health center,Tallarevu,20-Aug-19,Medical ,Community Health Centre,16.78614392,82.23252309,533463,"CHC,Tallarevu, , Sitarampuram, Thallarevu, East Godavari District, Andhra Pradesh, 533463, India"
117,Andhra Pradesh,Srikakulam,Sompeta,Sompeta urban jsompeta,1004545,community health center,opposite bus stand,06-Sep-19,Medical ,Community Health Centre,18.948042,84.58380069,532284,"Sompeta, Srikakulam District, Andhra Pradesh, 532284, India"
118,Andhra Pradesh,Visakhapatnam,Koyyuru,Rajendrapalem,892575,bedded hospital ,Rajendrapalem ,07-Sep-19,Medical ,Bedded Hospital,17.6560328,82.2177792,530001,"Suramdarapalem, Koyyuru, Andhra Pradesh, India"
119,Andhra Pradesh,East Godavari,Alamuru,Alamuru,24101,CHC,Near main road ,05-Sep-19,Medical ,Community Health Centre,16.788493,81.8880411,533233,"CHC, Aalamuru, Mandapeta - Jonnada Road, Alamuru, East Godavari District, Andhra Pradesh, 533233, India"
120,Andhra Pradesh,West Godavari,Penugonda,Ramannapalem,900127,beded hospital,ramannapalem,21-Aug-19,Medical ,Bedded Hospital,16.65483235,81.79634064,534324,"Ramannapalem, Penugonda, West Godavari District, Andhra Pradesh, 534324, India"
121,Andhra Pradesh,Kurnool,Atmakur,Atmakur,52139,Community health centre,on court road near Gareeb nagar,20-Aug-19,Medical ,Community Health Centre,15.87622645,78.57587039,518422,"Atmakur, Nandyal District, Andhra Pradesh, 518422, India"
122,Andhra Pradesh,East Godavari,Addateegala,Addateegala,12115,community health centre,addateegal,27-Aug-19,Medical ,Community Health Centre,17.48007851,82.02234266,533428,"Addateegala, Andhra Pradesh, 533428, India"
123,Andhra Pradesh,Kurnool,Kowthalam,Badinehal,63571,BEDDED HOSPITAL,BADINEHAL,01-Aug-19,Medical ,Bedded Hospital,15.71682665,77.16112883,518344,"Badanehalu, Kowthalam, Kurnool District, Andhra Pradesh, 518344, India"
124,Andhra Pradesh,Nellore,Allur,Allur,26743,medical ,village entrance,20-Aug-19,Medical ,Bedded Hospital,14.68126559,80.04917144,524315,"Community Health Centre, Allur, Sri Potti Sriramulu Nellore District, Andhra Pradesh, 524315, India"
125,Andhra Pradesh,Prakasam,Addanki,Addanki,12095,govt hospital,addanki town,14-Aug-19,Medical ,Bedded Hospital,15.81061149,79.97050371,523201,"Bhavani centre, Addanki, Bapatla District, Andhra Pradesh, 523201, India"
126,Andhra Pradesh,Chittoor,Tirupati Urban,AKKARAMPALLE,22194,hospetal,akkarampalli,31-Aug-19,Medical ,Bedded Hospital,13.64439684,79.4364839,517500,"Leela Mahal - Karakambadi Road, Tirupati, Tirupati (Urban), Tirupati District, Andhra Pradesh, 517500, India"
127,Andhra Pradesh,East Godavari,Pithapuram,Agraharam Rural,15671,cmc hospital,side of r& b road,30-Aug-19,Medical ,Bedded Hospital,17.125581,82.2546871,533450,"Pithapuram, Kakinada District, Andhra Pradesh, 533450, India"
128,Andhra Pradesh,Nellore,Atmakur,Atmakur,52136,Districthospital,at mainroad,26-Sep-19,Medical ,Community Health Centre,14.6336913,79.62124818,524322,"Byarareddipalle, Atmakur, Sri Potti Sriramulu Nellore District, Andhra Pradesh, 524322, India"
129,Andhra Pradesh,Kurnool,Allagadda,Allagadda,26246,community health center,Allagadda,02-Oct-19,Medical ,Community Health Centre,15.13327294,78.51434771,518543,"Allagadda - Ahobilam Road, Padakandla, Allagadda, Nandyal District, Andhra Pradesh, 518543, India"
130,Andhra Pradesh,Anantapur,Amarapuram,Amarapuram,28561,Primary health center ,Amarapuram ,06-Sep-19,Medical ,Bedded Hospital,14.12735101,76.97838028,515281,"PHC,Amarapuram, Near Bus Stand, Amarapuram, Anantapur District, Andhra Pradesh, 515281, India"
131,Andhra Pradesh,West Godavari,Bhimadole,Bhimadolu,150755,Community Health Centre ,Near MRO Office ,21-Aug-19,Medical ,Community Health Centre,16.81739167,81.26339333,534425,"Bhimadole, Eluru District, Andhra Pradesh, 534425, India"
132,Andhra Pradesh,Guntur,Amaravathi,Amaravathi,28586,bedded hospital ,amaravathi ,29-Aug-19,Medical ,Bedded Hospital,16.58033835,80.35768742,522020,"Amaravati, Amaravathi mandal, Palnadu District, Andhra Pradesh, 522020, India"
133,Andhra Pradesh,Chittoor,K V P Puram,Arai,43165,community Health centre,Arai,16-Aug-19,Medical ,Community Health Centre,13.47049999,79.7288617,517587,"Kalahasti - Middekandriga Road, Malapalli, Kumara Venkata Bhupalapuram, Tirupati District, Andhra Pradesh, 517587, India"
134,Andhra Pradesh,Guntur,Rentachintala,Paluvoi,813159,pH sub center,main road,25-Aug-19,Medical ,Community Health Centre,16.54363667,79.49834,522421,"Paluvayi, Rentachintala, Palnadu District, Andhra Pradesh, 522421, India"
135,Andhra Pradesh,Krishna,Pamarru,Pamarru,813378,sruthi hospital,pamarru,04-Sep-19,Medical ,Bedded Hospital,16.33051,80.96936167,521157,"NH165, Pamarru, Krishna District, Andhra Pradesh, 521157, India"
136,Andhra Pradesh,East Godavari,Sankhavaram,Annavaram,40907,community Health center,Annavaram,10-Sep-19,Medical ,Community Health Centre,17.28042667,82.403265,533406,"APSRTC BUS STAND , ANNAVARAM, APSRTC Bus Stand Road, Annavaram, Sankhavaram, Kakinada District, Andhra Pradesh, 533406, India"
137,Andhra Pradesh,Visakhapatnam,Munchingiputtu,Panasaput,814397,sub centre running in Gram Panchayat building,panasaput,14-Sep-19,Medical ,Community Health Centre,18.41025839,82.51615204,531040,"Paderu - Pedabayalu - Munchangiputtu Road, Darenipuutu, Munchangiputtu, Munchingi Puttu, Andhra Pradesh, 531040, India"
138,Andhra Pradesh,Y S R Kadapa,Galiveedu,Pakkireddigaripalli,807831,bedded hospital,pakkireddigaripallu,05-Sep-19,Medical ,Bedded Hospital,14.02681667,78.500865,516267,"Government hospital, Galiveedu, Pakkireddigari Palli, Galiveedu, Annamayya District, Andhra Pradesh, 516267, India"
139,Andhra Pradesh,Chittoor,Thavanampalle,Aragonda,43122,Appollo Hospital,Aragonda,13-Aug-19,Medical ,Bedded Hospital,13.28293737,78.95576196,517129,"Pullellavarivuru, Aruganda, Thavanampalle, Chittoor District, Andhra Pradesh, 517129, India"
140,Andhra Pradesh,Nellore,Kondapuram,Pathauppulur,837176,collection center milk house,Pathauppulur,21-Aug-19,Medical ,Community Health Centre,14.94028245,79.63798402,524001,"Tellapadu, Kaligiri, Sri Potti Sriramulu Nellore District, Andhra Pradesh, India"
141,Andhra Pradesh,Prakasam,Komarolu,Badinenipalli,63572,badinenipalle,badinenipalle,10-Sep-19,Medical ,Community Health Centre,15.2748726,78.96679548,523373,"Krishnampalle, Komarolu, Prakasam District, Andhra Pradesh, 523373, India"
142,Andhra Pradesh,Krishna,Challapalli,Challapalli,195890,community helth center,challapalli,28-Sep-19,Medical ,Community Health Centre,16.12080843,80.92758153,521126,"Challapalli, Challapalle, Krishna District, Andhra Pradesh, 521126, India"
143,Andhra Pradesh,Kurnool,Pattikonda,Pattikonda,840920,Community Health Center,Gooty Road,07-Aug-19,Medical ,Community Health Centre,15.38990333,77.51122667,518380,"government hospital, Peapully - Pattikonda Road, Pattikonda, Kurnool District, Andhra Pradesh, 518380, India"
144,Andhra Pradesh,Chittoor,Puthalapattu,P KOTHAKOTA,797964,Community Health Centre,PKothakota,17-Aug-19,Medical ,Community Health Centre,13.41005092,79.10955806,517112,"National Highway 140, Kottakota, Puthalapattu, Chittoor District, Andhra Pradesh, 517112, India"
145,Andhra Pradesh,Prakasam,Parchur,Parchur,824713,government hospital,parchur,13-Sep-19,Medical ,Bedded Hospital,15.96559181,80.2701463,523169,"Government Hospital, Parchuru, Parchuru - Inkollu Road, Parchur, Upputuru RV, Parchur, Prakasam District, Andhra Pradesh, 523169, India"
146,Andhra Pradesh,Anantapur,Bukkarayasamudram,B.K. Samudram,56572,Bedded Hospital,Bukkarayasamudram,02-Aug-19,Medical ,Bedded Hospital,14.68951043,77.63184249,515701,"Sri Vijayalakshmi Hospital, NH544D, Bukkaraya Samudram, Anantapur District, Andhra Pradesh, 515701, India"
147,Andhra Pradesh,Vizianagaram,Badangi,Badangi,61227,community health centre,Badangi,07-Sep-19,Medical ,Community Health Centre,18.49395021,83.3605882,532124,"Chilakapalem - Ramabhadrapuram - Rayagada Road, Uttaravalli, Merakamudidam, Vizianagaram District, Andhra Pradesh, 532124, India"
148,Andhra Pradesh,Visakhapatnam,Payakaraopeta,Payakaraopeta,842341,Govt health center,Payakaraopeta road,02-Sep-19,Medical ,Bedded Hospital,17.36599899,82.56453577,533401,"Payakaraopeta, Anakapalli District, Andhra Pradesh, 533401, India"
149,Andhra Pradesh,Y S R Kadapa,V N Palli,Payasampalli,842475,Bedded Hospital,Payasam Palli village,19-Aug-19,Medical ,Bedded Hospital,14.53576261,78.53210478,516319,"Payasampalle, Veerapunayunipalle, YSR District, Andhra Pradesh, 516319, India"
150,Andhra Pradesh,Guntur,Dachepalle,Pedagarlapadu,842941,pH centre,c village,04-Sep-19,Medical ,Community Health Centre,16.52706235,79.75163476,522437,"Pedda Garlapadu, Dachepalle, Palnadu District, Andhra Pradesh, 522437, India"
151,Andhra Pradesh,Kurnool,Orvakal,Orvakal,796411,Community health center,Kurnool NandyalRoad,21-Aug-19,Medical ,Community Health Centre,15.68579216,78.17041376,518010,"Primary Health Centre, NH40, Orvakal, Kurnool District, Andhra Pradesh, 518010, India"
152,Andhra Pradesh,Chittoor,Pakala,Pakala,806876,Bedded hospital,Pakala,28-Aug-19,Medical ,Bedded Hospital,13.45442857,79.12684686,517112,"PHC,Pakala, Opp.MRO Office, Pakala, Chittoor District, Andhra Pradesh, 517112, India"
153,Andhra Pradesh,Visakhapatnam,Payakaraopeta,Mangavaram,671819,Primary health center,Mangavaram road,02-Sep-19,Medical ,Bedded Hospital,17.3478942,82.58639009,531126,"Government Hospital, , Mangavaram, Payakaraopeta, Visakhapatnam District, Andhra Pradesh, 531126, India"
154,Andhra Pradesh,Kurnool,Mantralayam,Mantralayam,678192,S R S Mutt Mantralayam,Raichur road,26-Aug-19,Medical ,Bedded Hospital,15.939944,77.42129164,518345,"Sri Sujayeendra Arogyashala, Jadcherla - Hagari Road, Mantralayam, Kurnool District, Andhra Pradesh, 518345, India"
155,Andhra Pradesh,Anantapur,Pamidi,Pamidi,813477,medical,community health center,04-Oct-19,Medical ,Community Health Centre,14.94550333,77.59109,515775,"Pamidi, Anantapur District, Andhra Pradesh, 515775, India"
156,Andhra Pradesh,Prakasam,Pamur,Pamuru,813660,Community health center,"community health center , Pamuru",28-Aug-19,Medical ,Community Health Centre,15.09230674,79.4196805,523108,"Community Health Centre, NH565, Pamuru, Pamur, Prakasam District, Andhra Pradesh, 523108, India"
157,Andhra Pradesh,Guntur,Gurazala,Palligunta,811959,health center,palligunta road,05-Sep-19,Medical ,Community Health Centre,16.54294595,79.65175493,522415,"Palliguntla, Gurazala, Palnadu District, Andhra Pradesh, 522415, India"
158,Andhra Pradesh,Prakasam,Santhanuthlapadu,S N padu,929720,Beaded hospital,santhanuthalapadu,07-Aug-19,Medical ,Bedded Hospital,15.54015618,79.94357143,523225,"Santanutalalpadu, Santhanuthala Padu, Prakasam District, Andhra Pradesh, 523225, India"
159,Andhra Pradesh,Guntur,Pedakakani,Pedakakani,843002,Bedded hospital,Pedakakani,27-Aug-19,Medical ,Bedded Hospital,16.33134008,80.48644869,522509,"Pedakakani, Guntur District, Andhra Pradesh, 522509, India"
160,Andhra Pradesh,Srikakulam,Jalumuru,Syrigam,938212,Bedded Hospital,Sairigam,10-Aug-19,Medical ,Bedded Hospital,18.49860833,83.97743167,532400,"Sairigam, Jalumuru, Srikakulam District, Andhra Pradesh, 532400, India"
161,Andhra Pradesh,Vizianagaram,Pachipenta,Pachipenta,800551,Community health Centre,Pachipenta,15-Sep-19,Medical ,Community Health Centre,18.48199024,83.11449166,535592,"Government Hospital,Pachipenta, Near Rcm Charch, Pachipenta, Parvathipuram Manyam District, Andhra Pradesh, 535592, India"
162,Andhra Pradesh,Srikakulam,Palakonda,Palakonda,808875,Vaidyavidhanaparishedareahospitalpalakonda,Neelammacolonypalakonda,04-Oct-19,Medical ,Community Health Centre,18.60098386,83.76347688,532440,"Palakonda, Parvathipuram Manyam District, Andhra Pradesh, 532440, India"
163,Andhra Pradesh,East Godavari,Pedapudi,Pedapudi,843240,community health centre,near gpoffice,11-Sep-19,Medical ,Community Health Centre,16.94967387,82.12458336,533006,"CHC, Pedapudi, Pyna - Kakinada Road, Pedapudi, East Godavari District, Andhra Pradesh, 533006, India"
164,Andhra Pradesh,Guntur,Pedakurapadu,Patibandla,838096,bedded hospital,patibandla,11-Aug-19,Medical ,Bedded Hospital,16.46238144,80.29953026,522402,"Mussapuram, Pedakurapadu, Palnadu District, Andhra Pradesh, 522402, India"
165,Andhra Pradesh,Srikakulam,Seethampeta,Seethampeta,968245,CHC seethampeta ,main road,04-Sep-19,Medical ,Community Health Centre,18.6951128,83.81718158,532443,"Seethampeta Bus Stop, Palakonda - Hadobhangi Road, Panukuvalasa, Seethampeta, Parvathipuram Manyam District, Andhra Pradesh, 532443, India"
166,Andhra Pradesh,Visakhapatnam,S Rayavaram,Pedagummuluru,842986,Sri venkateswara poli clinic and ESI Panel clinic,Pedagummuluru,06-Sep-19,Medical ,Community Health Centre,17.43176645,82.74319875,531081,"Narsipatnam - Revupolavaram Road, Lakshmipatirajupeta, S.Rayavaram, Anakapalli District, Andhra Pradesh, 531081, India"
167,Andhra Pradesh,West Godavari,Penumantra,Marteru,682301,community health centre,mareteru,09-Sep-19,Medical ,Community Health Centre,16.62543494,81.73727112,534122,"Narsapuram - Aswaraopeta Road, Velagaleru, Penumantra, West Godavari District, Andhra Pradesh, 534122, India"
168,Andhra Pradesh,Nellore,Indukurpet,Indukurpet Bit II,433828,Community  Health  centre ,INDUKURPETA  BIT- II,13-Aug-19,Medical ,Community Health Centre,14.47123416,80.10094746,524314,"Mottalu, Budamvarikhandrika, Indukurpet, Sri Potti Sriramulu Nellore District, Andhra Pradesh, 524314, India"
169,Andhra Pradesh,West Godavari,Penumantra,Penumantra,845769,beded hospital,penumantra,20-Aug-19,Medical ,Bedded Hospital,16.65308401,81.64163245,534124,"Narsapuram - Aswaraopeta Road, Pamanivallapalem, Penumantra, West Godavari District, Andhra Pradesh, 534124, India"
170,Andhra Pradesh,West Godavari,Penumantra,Penumantra,845769,community health centre,penumantra,20-Aug-19,Medical ,Community Health Centre,16.63783438,81.65727449,534124,"Rama Krishna Reddy Memorial Hospital, Narsapuram - Aswaraopeta Road, Penumantra, West Godavari District, Andhra Pradesh, 534124, India"
171,Andhra Pradesh,Anantapur,Mudigubba,Mudigubba,720519,Hospital,The doctor  PHC Mudigubba,21-Aug-19,Medical ,Bedded Hospital,14.35185592,77.9969773,515511,"Mudigubba, Sri Sathya Sai District, Andhra Pradesh, 515511, India"
172,Andhra Pradesh,Prakasam,Ongole,Mukthinuthalapadu,722891,Kims Hospital,Mukthinuthalapadu,10-Sep-19,Medical ,Bedded Hospital,15.53314837,80.05414284,523002,"NH16 Service Road, Ongole, Prakasam District, Andhra Pradesh, 523002, India"
173,Andhra Pradesh,Prakasam,Lingasamudram,Pedapavani,843220,Bedded Hospital,Pedapavani,24-Aug-19,Medical ,Bedded Hospital,15.0051293,79.81466371,523115,"Peddapavani, Lingasamudram, Sri Potti Sriramulu Nellore District, Andhra Pradesh, 523115, India"
174,Andhra Pradesh,Visakhapatnam,Munchingiputtu,Munchingiputtu,724581,hospital,hospital,22-Aug-19,Medical ,Community Health Centre,18.36567168,82.51005372,531040,"Primary Health Center, Munchangiputtu, Paderu - Pedabayalu - Munchangiputtu Road, Darenipuutu, Munchangiputtu, Munchingi Puttu, Andhra Pradesh, 531040, India"
175,Andhra Pradesh,Guntur,Ipuru,Muppalla,726946,Hospital ,muppalla,07-Sep-19,Medical ,Bedded Hospital,16.1825274,79.74160306,521183,"Bollapalle, Palnadu District, Andhra Pradesh, India"
176,Andhra Pradesh,Visakhapatnam,Paderu,Pathapaderu,836398,bedded hospital,paderu,04-Sep-19,Medical ,Bedded Hospital,18.0804793,82.67344866,531024,"Community Health centre, Paderu, Near Temple, Paderu, Visakhapatnam District, Andhra Pradesh, 531024, India"
